paragraph_id,volume,main_emperor,main_era,all_emperors,all_eras,classification_type,text
03-007,03-朝野佥载卷三,太宗李世民,,太宗李世民,,emperor,【03-007】初，兵部尚书任瓌敕赐宫女二人，皆国色。妻妒，烂二女头发秃尽。太宗闻之，令上官赍金壶瓶酒赐之，云：“饮之立死。瓌三品，合置姬媵。尔后不妒，不须饮；若妒，即饮之。”柳氏拜敕讫，曰：“妾与瓌结发夫妻，俱出微贱，更相辅翼，遂致荣官。瓌今多内嬖，诚不如死。”饮尽而卧。然实非鸩也，至夜半睡醒。帝谓瓌曰：“其性如此，朕亦当畏之。”因诏二女令别宅安置。
03-008,03-朝野佥载卷三,,,,,independent,【03-008】隋开皇中，京兆韦衮有奴曰桃符，每征讨将行，有胆力。衮至左卫中郎，以桃符久从驱使，乃放从良。桃符家有黄牸，宰而献之，因问衮乞姓。衮曰：“止从我姓为韦氏。”符叩头曰：“不敢与郎君同姓。”衮曰：“汝但从之，此有深意。”故至今为“黄犊子韦”，即韦庶人其后也。不许异姓者，盖虑年代深远，子孙或与韦氏通婚，此其意也。
03-009,03-朝野佥载卷三,武则天,,武则天,,emperor,【03-009】则天后尝梦一鹦鹉，羽毛甚伟，两翅俱折。以问宰臣，群公默然。内史狄仁杰曰：“鹉者，陛下姓也；两翅折，陛下二子庐陵、相王也。陛下起此二子，两翅全也。”武承嗣、武三思连项皆赤。后契丹围幽州，檄朝廷曰“还我庐陵、相王来”，则天乃忆狄公之言，曰：“卿曾为我占梦，今乃应矣。朕欲立太子，何者为得？”仁杰曰：“陛下内有贤子，外有贤侄，取舍详择，断在圣衷。”则天曰：“我自有圣子，承嗣、三思是何疥癣！”承嗣等惧，掩耳而走。即降敕追庐陵，立为太子，充元帅。初募兵，无有应者，闻太子行，北邙山头皆兵满，无容人处。贼自退散。
03-010,03-朝野佥载卷三,,,,,independent,【03-010】薛季昶为荆州长史，梦猫儿伏卧于堂限上，头向外。以问占者张猷，猷曰：“猫儿者，爪牙；伏门限者，阃外之事。君必知军马之要。”未旬日，除桂州都督、岭南招讨使。
03-011,03-朝野佥载卷三,,,,,independent,【03-011】给事中陈安平子年满赴选，与乡人李仙药卧。夜梦十一月养蚕，仙药占曰：“十一月养蚕，冬丝也，君必送东司。”数日，果送吏部。
03-012,03-朝野佥载卷三,,,,,independent,【03-012】饶阳李瞿云勋官番满选，夜梦一母猪极大，李仙药占曰：“母猪，豚主也，君必得屯主。”数日，果如其言。
03-013,03-朝野佥载卷三,,,,,independent,【03-013】张骞曾梦一大鸟紫色，五彩成文，飞下至庭前不去。以告祖父，云：“此吉祥也。昔蔡衡云，凤之类有五：其色赤者，文章凤也；青者，鸾也；黄者，鹓鸲也；白者，鸿鹄也；紫者，鸳鸯也。此鸟为凤凰之佐，汝当为帝辅也。”遂以为名字焉。鸯初举进士，至怀州，梦庆云覆其身。其年对策，考功员外骞味道以为天下第一。又初为岐王属，夜梦着绯乘驴，睡中自怪：我绿衣当乘马，何为衣绯却乘驴？其年应举及第，授鸿胪丞。未经考而授五品，此其应也。
03-014,03-朝野佥载卷三,,,,,independent,【03-014】河东裴元质初举进士，明朝唱策，夜梦一狗从窦出，挽弓射之，其箭遂撇。以为不祥，问曹良史，曰：“吾往唱策之夜，亦为此梦。梦神为吾解之曰：狗者，第字头也；弓，第字身也；箭者，第竖也；有撇为第也。”寻而唱第，果如梦焉。
03-015,03-朝野佥载卷三,,,,,independent,【03-015】右丞卢藏用、中书令崔湜，太平党，被流岭南。至荆州，湜夜梦讲坐下听法而照镜，问善占梦张猷。谓卢右丞曰：“崔令公大恶梦。坐下听讲，法从上来也；镜字，金傍竟也。其竟于今日乎！”寻有御史陆遗勉赍敕令湜自尽。
03-016,03-朝野佥载卷三,,,,,independent,【03-016】洛州杜玄有牛一头，玄甚怜之。夜梦见其牛有两尾，以问占者李仙药，曰：“牛字有两尾，失字也。”经数日，果失之。
03-017,03-朝野佥载卷三,武则天,载初,武则天,载初,era,【03-017】载初年中，来俊臣罗织，告故庶人贤二子夜遣巫祈祷星月，咒咀不道。栲楚酸痛，奴婢妄证，二子自诬，并鞭杀之，朝野伤痛。浮休子张鸶曰：下里庸人，多信厌祷；小儿妇女，甚重符书。蕴慝崇奸，构虚成实。坎土用血，诚伊戾之故为；掘地埋桐，乃江充之擅造也。
03-018,03-朝野佥载卷三,,,,,independent,【03-018】韦庶人之全盛日，好厌祷，并将昏镜以照人，令其速乱，与崇仁坊邪俗师婆阿来专行厌魅。平王诛之。后往往于殿上掘得巫蛊，皆逆韦之辈为之也。
03-019,03-朝野佥载卷三,,,,,independent,【03-019】韦庶人葬其父韦玄贞，号酆王。葬毕，官人路见鬼师雍文智，诈宣酆王教曰：“常作官人，甚大艰苦，宜与赏，着绿者与绯。”韦庶人悲恸，欲依鬼教与之。未处分间，有告文智诈受赂贿验，遂斩之。
03-020,03-朝野佥载卷三,中宗李显,,中宗李显,,emperor,【03-020】中宗之时，有见鬼师彭君卿被御史所辱。他日，对百官总集，诈宣孝和敕曰：“御史不检校，去却巾带。”即去之。曰：“有敕与一顿杖。”大使曰：“御史不奉正敕，不合决杖。”君卿曰：“若不合，有敕且放却。”御史裹头，仍舞蹈拜谢而去。观者骇之。
03-021,03-朝野佥载卷三,,,,,independent,【03-021】浮休子张鸷为德州平昌令，大旱，郡符下令以师婆、师僧祈之，二十余日无效。浮休子乃推土龙倒，其夜雨足。江淮南好鬼，多邪俗，病即祀之，无医人。浮休子曾于江南洪州停数日，遂闻土人何婆善琵琶卜，与同行郭司法质焉。其何婆士女填门，饷遗满道，颜色充悦，心气殊高。郭再拜下钱，问其品秩。何婆乃调弦柱，和声气曰：“个丈夫富贵。今年得一品，明年得二品，后年得三品，更后年得四品。”郭曰：“阿婆错，品少者官高，品多者官小。”何婆曰：“今年减一品，明年减二品，后年减三品，更后年减四品，更得五六年总没品。”郭大骂而起。
03-022,03-朝野佥载卷三,,,,,independent,【03-022】崇仁坊阿来婆弹琵琶卜，朱紫填门。浮休子张鸾曾往观之，见一将军，紫袍玉带甚伟，下一匹绸绫，请一局卜。来婆鸣弦柱，烧香，合眼而唱：“东告东方朔，西告西方朔，南告南方朔，北告北方朔，上告上方朔，下告下方朔。”将军顶礼既，告请甚多，必望细看，以决疑惑。遂即随意支配。
03-023,03-朝野佥载卷三,高宗李治,咸亨,高宗李治,咸亨,era,【03-023】咸亨中，赵州祖珍俭有妖术。悬水瓮于梁上，以刃斫之，绳断而瓮不落。又于空房内密闭门，置一瓮水，横刀其上。人良久入看，见俭支解五段，水瓮皆是血。人去之后，平复如初。冬月极寒，石臼水冻，咒之拔出。卖卜于信都市，日取百钱。盖君平之法也。后被人纠告，引向市斩之，颜色自若，了无惧。命纸笔作词，精神不挠。
03-024,03-朝野佥载卷三,,,,,independent,【03-024】凌空观叶道士咒刀，尽力斩病人肚，横桃柳于腹上，桃柳断而内不伤。复将双刀斫一女子，应手两断，血流遍地，家人大哭。道人取续之，喷水而咒，须臾平复如故。
03-025,03-朝野佥载卷三,,,,,independent,【03-025】河南府立德坊及南市西坊皆有胡祆神庙。每岁商胡祈福，烹猪羊，琵琶鼓笛，酣歌醉舞。酹神之后，募一胡为祆主，看者施钱并与之。其袄主取一横刀，利同霜雪，吹毛不过。以刀刺腹，刃出于背，仍乱扰肠肚流血。食顷，喷水咒之，平复如故。此盖西域之幻法也。
03-026,03-朝野佥载卷三,,,,,independent,【03-026】凉州祆神祠，至祈祷日祆主以铁钉从额上钉之，直洞腋下，即出门，身轻若飞，须臾数百里。至西祆神前舞一曲即却，至旧祆所乃拔钉，无所损。卧十余日，平复如故。莫知其所以然也。
03-027,03-朝野佥载卷三,,,,,independent,【03-027】明崇俨有术法。大帝试之，为地窖，遣妓奏乐。引俨至，谓曰：“此地常闻管弦，是何祥也？卿能止之乎？”俨曰：“诺。”遂书二桃符，于其上钉之，其声寂然。上笑唤妓人问，云见二龙头张口向上，遂怖惧，不敢奏乐也。上大悦。
03-028,03-朝野佥载卷三,,,,,independent,【03-028】蜀县令刘静妻患疾，正谏大夫明崇俨诊之，曰须得生龙肝，食之必愈。静以为不可得，俨乃画符，乘风放之上天。须臾有龙下，入瓮水中，剔取食之而差。大帝盛夏须雪及枇杷、龙眼，俨坐顷间，往阴山取雪，岭南取果子并到，食之无别。时四月，瓜未熟，上思之，俨索百钱将去，须臾得一大瓜，云缑氏老人园内得之。上追老人至，问之，云：“土埋一瓜拟进。适卖，唯得百钱耳。”俨独坐堂中，夜被刺死，刀子仍在心上。敕求贼甚急，竟无踪绪。或以为俨役鬼劳苦，被鬼杀之。孔子曰：“攻乎异端，斯害也已。”信哉！
03-029,03-朝野佥载卷三,武则天,,武则天,,emperor,【03-029】则天朝有鼎师者，瀛州博野人，有奇行。太平公主进，则天试之，以银瓮盛酒三斗，一举而饮尽。又曰：“臣能食酱。”即令以银缸盛酱一斗，鼎师以匙抄之，须臾即竭。则天欲与官，鼎曰：“情愿出家。”即与剃头。后则天之复辟也，鼎曰：“如来螺髻，菩萨宝首，若能修道，何必剃除。”遂长发。使张潜决一百，不废行动，亦无疮疾，时人莫测。
03-030,03-朝野佥载卷三,武则天,大足,武则天,大足,era,【03-030】大足中，有祆妄人李慈德，自云能行符书厌，则天于内安置。布豆成兵马，画地为江河，与给使相知削竹为枪，缠被为甲，三更于内反。宫人扰乱相杀者十二三。羽林将军杨玄基闻内里声叫，领兵斩关而入，杀慈德、阉竖数十人。惜哉！慈德以厌为客，以厌而丧。
03-031,03-朝野佥载卷三,,,,,independent,【03-031】孝和帝令内道场僧与道士各述所能，久而不决。玄都观叶法善取胡桃二升，并壳食之并尽。僧仍不伏。法善烧一铁钵，赫赤两合，欲合老僧头上。僧唱“贼”，袈裟掩面而走。孝和抚掌大笑。
03-032,03-朝野佥载卷三,玄宗李隆基,先天,玄宗李隆基,先天,era,【03-032】道士罗公远，幼时不慧。入梁山数年，忽有异见，言事皆中，敕追入京。先天中，皇太子设斋，远从太子乞金银器物，太子靳固不与。远曰：“少时自取。”太子自封署房门，须臾开视，器物一无所见。东房先封闭，往视之，器物并在其中。又借太子所乘马，太子怒，不与。远曰：“已取得来，见于后园中放在。”太子急往枥上检看，马在如故。侍御史袁守一将食器数枚，就罗公远看年命。奴擎衣襆在门外，不觉须臾在公远衣箱中。诸人大惊，莫知其然。
03-033,03-朝野佥载卷三,,,,,independent,【03-033】欧阳通，询之子，善书，瘦怯于父。常自矜能书，必以象牙、犀角为笔管，狸毛为心，覆以秋兔毫，松烟为墨，末以麝香，纸必须坚薄白滑者，乃书之。盖自重其书。薛纯陀亦效欧阳草，伤于肥钝，亦通之亚也。
03-034,03-朝野佥载卷三,,,,,independent,【03-034】孟知俭，并州人，少时病，忽亡。见衙府如平生时，不知其死。逢故人为吏，谓曰：“因何得来？”具报之，乃知是冥途。吏为检寻，曰：“君平生无修福处，何以得还！”俭曰：“一生诵《多心经》及《高王经》，虽不记数，亦三四万遍。”重检，获之，遂还。吏问：“欲知官乎？”曰：“甚要。”遂以簿示之，云“孟知俭合运出身，为曹州参军，转邓州司佥”，即掩却不许看。遂至荒榛，入一黑坑，遂活。不知“运”是何事，寻有敕募运粮，因放选授曹州参军。乃悟曰：“此州吾不见小书耳。”满授邓州司佥。去任，又选唱晋州判司，未过而卒。
03-035,03-朝野佥载卷三,太宗李世民,贞观,太宗李世民,贞观,era,【03-035】贞观中，顿丘县有一贤者，于黄河渚上拾菜，得一树栽子大如指。持归，莳之三年，乃结子五颗，味状如柰，又似林檎，多汁，异常酸美。送县，县上州，以其味奇，乃进之，赐绫一十匹。后树长成，渐至三百颗，每年进之，号曰“朱柰”，至今存。德、贝、博等州，取其枝接，所在丰足。人以为从西域来，碍渚而住矣。
03-036,03-朝野佥载卷三,,,,,independent,【03-036】西晋末有旌阳县令许逊者，得道于豫章西山。江中有蛟为患，旌阳没水，剑斩之。后不知所在。顷渔人网得一石甚鸣，击之声闻数十里。唐朝赵王为洪州刺史，破之得剑一双。视其铭，一有“许旌阳”字，一有“万仞”字。遂有万仞师出焉。
03-037,03-朝野佥载卷三,高宗李治,上元,高宗李治;肃宗李亨;睿宗李旦;武则天,上元;景云,era,【03-037】上元年中，令九品以上配刀砺等袋，彩帨为鱼形，结帛作之。取鱼之象，强之兆也。至天后朝乃绝。景云之后又复 $ \underset{\cdot}{前} $，结白鱼为饼。
03-038,03-朝野佥载卷三,中宗李显,,中宗李显,,emperor,【03-038】中宗令扬州造方丈镜，铸铜为桂树，金花银叶。帝每骑马自照，人马并在镜中。专知官高邮县令幼临也。
03-039,03-朝野佥载卷三,玄宗李隆基,先天,玄宗李隆基;睿宗李旦,先天,era,【03-039】睿宗先天二年正月十五、十六夜，于京师安福门外作灯轮，高二十丈，衣以锦绮，饰以金玉，燃五万盏灯，簇之如花树。宫女千数，衣罗绮，曳锦绣，耀珠翠，施香粉。一花冠、一巾帔皆万钱，装束一妓女皆至三百贯。妙简长安、万年少女妇千余人，衣服、花钗、媚子亦称是，于灯轮下踏歌三日夜，欢乐之极，未始有之。
03-040,03-朝野佥载卷三,,,,,independent,【03-040】张易之为母阿臧造七宝帐，金银、珠玉、宝贝之类罔不毕萃，旷古以来，未曾闻见。铺象牙床，织犀角簟，鼾貂之褥，蛩蚊之毡，汾晋之龙须、河中之凤翮以为席。阿臧与凤阁侍郎李迥秀通，逼之也。同饮以碗盏一双，取其常相逐。迥秀畏其盛，嫌其老，乃荒饮无度，昏醉是常，频唤不觉。出为衡州刺史。易之败，阿臧入官，迥秀被坐，降为卫州长史。
03-041,03-朝野佥载卷三,中宗李显,景龙,中宗李显,景龙,era,【03-041】宗楚客造一新宅成，皆是文柏为梁，沉香和红粉以泥壁，开门则香气蓬勃。磨文石为阶砌及地，着吉莫靴者，行则仰仆。楚客被建昌王推得赃万余贯，兄弟配流。太平公主就其宅看，叹曰：“看他行坐处，我等虚生浪死。”一年追入，为凤阁侍郎。景龙中，为中书令。韦氏之败，斩之。
03-042,03-朝野佥载卷三,,,,,independent,【03-042】洛州昭成佛寺有安乐公主造百宝香炉，高三尺，开四门，绛桥勾栏，花草、飞禽、走兽，诸天妓乐，麒麟、鸾凤、白鹤、飞仙，丝来线去，鬼出神入，隐起钑镂，窈窕便娟。真珠、玛瑙、琉璃、琥珀、玻璃、珊瑚、珲璪、琬琰，一切宝贝，用钱三万。府库之物，尽于是矣。
03-043,03-朝野佥载卷三,,,,,independent,【03-043】隋炀帝巡狩北边，作大行殿七宝帐，容数百人，饰以珍宝，光辉洞彻。引匈奴启民可汗宴会其中，可汗恍然，疑非人世之有。识者云，大行殿者，示不祥也，亦是王莽轻车之比。天心其关人事也欤！
03-044,03-朝野佥载卷三,,,,,independent,【03-044】安乐公主改为悖逆庶人。夺百姓庄园，造定昆池四十九里，直抵南山，拟昆明池。累石为山，以象华岳，引水为涧，以象天津。飞阁步檐，斜桥磴道，衣以锦绣，画以丹青，饰以金银，莹以珠玉。又为九曲流杯池，作石莲花台，泉于台中涌出。穷天下之壮丽。悖逆之败，配入司农，每日士女游观，车马填噎。奉敕，辄到者官人解见任，凡人决一顿，乃止。
03-045,03-朝野佥载卷三,玄宗李隆基,开元,玄宗李隆基,开元,era,【03-045】安乐公主造百鸟毛裙，以后百官、百姓家效之。山林奇禽异兽，搜山荡谷，扫地无遗，至于网罗杀获无数。开元中，禁宝器于殿前，禁人服珠玉、金银、罗绮之物，于是采捕乃止。
03-046,03-朝野佥载卷三,高宗李治,,高宗李治,,emperor,【03-046】高宗时，有刘龙子妖言惑众。作一金龙头藏袖中，以羊肠盛蜜水绕系之。每相聚出龙头，言圣龙吐水，饮之百病皆差。遂转羊肠，水于龙口中出，与人饮之，皆罔云病愈，施舍无数。遂起逆谋，事发逃走。捕访久之擒获，斩之于市，并其党十余人。
03-047,03-朝野佥载卷三,,,,,independent,【03-047】东海孝子郭纯丧母，每哭则群鸟大集。使验有实，旌表门闾。后访乃是孝子每哭，即散饼食于地，群鸟争来食之。后如此，鸟闻哭声以为度，莫不竞凑，非有灵也。
03-048,03-朝野佥载卷三,,,,,independent,【03-048】河东孝子王燧家猫犬互乳其子，州县上言，遂蒙旌表。乃是猫犬同时产子，取猫儿置狗窠中，狗子置猫窠内，惯食其乳，遂以为常，殆不可以异论也。自连理木、合欢瓜、麦分歧、禾同穗，触类而长，实繁有徒，并是人作，不足怪也。
03-049,03-朝野佥载卷三,,,,,independent,【03-049】唐同泰于洛水得白石紫文，云“圣母临水，永昌帝业”。进之，授五品果毅，置永昌县。乃是白石凿作字，以紫石末和药嵌之。后并州文水县于谷中得一石还如此，有“武兴”字，改文水为武兴县。自是往往作之。后知其伪，不复采用，乃止。
03-050,03-朝野佥载卷三,武则天,,武则天,,emperor,【03-050】襄州胡延庆得一龟，以丹漆书其腹曰“天子万万年”，以进之。凤阁侍郎李昭德以刀刮之并尽，奏请付法。则天曰：“此非恶心也，舍而勿问。”
03-051,03-朝野佥载卷三,武则天,,武则天,,emperor,【03-051】则天好祯祥。拾遗朱前疑说梦，云则天发白更黑，齿落更生，即授都官郎中。司刑寺囚三百余人，秋分后无计可作，乃于圜狱外罗墙角边作圣人迹，长五尺。至夜半，三百人一时大叫。内使推问，云：“昨夜有圣人见，身长三丈，面作金色，云：‘汝等并冤枉，不须怕惧。天子万年，即有恩赦放汝。’”把火照之，见有巨迹，即大赦天下，改为大足元年。
03-052,03-朝野佥载卷三,,,,,independent,【03-052】白铁余者，延州稽胡也，左道惑众。先于深山中埋一金铜像于柏树之下，经数年，草生其上。给乡人曰：“吾昨夜山下过，每见佛光。”大设斋，卜吉日以出圣佛。及期，集数百人，命于非所藏处，不得。乃劝曰：“诸公不至诚布施，佛不可见。”由是男女争布施者百余万。更于埋处鼾之，得金铜像。乡人以为圣，远近传之，莫不欲见。乃宣言曰：“见圣佛者，百病即愈。”左侧数百里，老小士女皆就之。乃以绯紫红黄绫为袋数十重盛像，人聚观者，去一重一回布施，收千端乃见像。如此矫伪一二年，乡人归伏，遂作乱。自号光王，署置官职，杀长吏，数年为患。命将军程务挺斩之。
03-053,03-朝野佥载卷三,,,,,independent,【03-053】中郎李庆远狡诈倾险，初事皇太子，颇得出入。暂令出外，即恃威权，宰相以下咸谓之要人。宰执方食即来，诸人命坐，常遣一人门外急唤，云“殿下须使令”，吐饭而去。诸司皆如此。请谒嘱事，卖官鬻狱，所求必遂。东宫后稍稍疏之，仍潜入仗内食侍官饭。晚出外腹痛，犹诈云太子赐予食瓜太多。须臾霍出卫士所食米饭黄臭，并飱菜狼藉。凡是小人得宠，多为此状也。
03-054,03-朝野佥载卷三,武则天,,武则天,,emperor,【03-054】春官尚书阎知微和默啜，司宾丞田归道副焉。至牙帐下，知微舞蹈，宛转抱默啜靴而鼻臭之。田归道长揖不拜，默啜大怒，倒悬之。经一宿，明日将杀，元珍谏：“大国和亲使，若杀之不祥。”乃放之。后与知微争于殿廷，言默啜必不和，知微坚执以为和。默啜果反，陷赵、定。天后乃诛知微九族，拜归道夏官侍郎。
03-055,03-朝野佥载卷三,,,,,independent,【03-055】张利涉性多忘，解褐怀州参军。每聚会被召，必于笏上记之。时河内令耿仁惠邀之，怪其不至，亲就门刺请。涉看笏曰：“公何见顾？笏上无名。”又一时昼寝惊，索马入州，扣刺史邓恽门，拜谢曰：“闻公欲赐责，死罪！”邓恽曰：“无此事。”涉曰：“司功某甲言之。”恽大怒，乃呼州官董以甲问构，将杖之。甲苦诉初无此语。涉前请曰：“望公舍之，涉恐是梦中见说耳。”时人是知其性理昏惑矣。
03-056,03-朝野佥载卷三,,,,,independent,【03-056】五原县令阎玄一为人多忘。尝至州，于主人舍坐，州佐史前过，以为县典也，呼欲杖之。典曰：“某是州佐也。”玄一惭谢而止。须臾县典至，一疑其州佐也，执手引坐。典曰：“某是县佐也。”又愧而止。曾有人传其兄书者，止于阶下，俄而里胥白录人到，玄一索杖，遂鞭送书人数下。其人不知所以，讯之，玄一曰：“吾大错。”顾直典回宅取杯酒暖愈。良久，典持酒至。玄一既忘其取酒，复忘其被杖者，因便赐直典饮之。
03-057,03-朝野佥载卷三,,,,,independent,【03-057】沧州南皮县丞郭务静初上，典王庆通判禀，静曰：“尔何姓？”庆曰：“姓王。”须臾庆又来，又问何姓，庆又曰姓王。静怪愕良久，仰看庆曰：“南皮佐史总姓王。”
03-058,03-朝野佥载卷三,,,,,independent,【03-058】定州何名远大富，主官中三驿。每于驿边起店停商，专以袭胡为业，赀财巨万，家有绫机五百张。远年老，或不从戎，即家贫破。及如故，即复盛。
03-059,03-朝野佥载卷三,,,,,independent,【03-059】长安富民罗会以剔粪为业，里中谓之“鸡肆”，言若鸡之因剔粪而有所得也。会世副其业，家财巨万。有士人陆景旸，会邀过，所止馆舍甚丽。入内梳洗，衫衣极鲜，屏风、毡褥、烹宰无所不有。景旸问曰：“主人即如此快活，何为不罢恶事？”会曰：“吾中间停废一二年，奴婢死亡，牛马散失；复业已来，家途稍遂。非情愿也，分合如此。”
03-060,03-朝野佥载卷三,,,,,independent,【03-060】滕王婴、蒋王恽皆不能廉慎，大帝赐诸王，名五王，不及二王，敕曰：“滕叔、蒋兄自解经纪，不劳赐物与之。”以为“钱贯”。
03-061,03-朝野佥载卷三,,,,,independent,【03-061】二王大惭。朝官莫不自励，皆以取受为赃污，有终身为累，莫敢犯者。
03-062,03-朝野佥载卷三,,,,,independent,【03-062】瀛州饶阳县令窦知範贪污，有一里正死，範集里正二百人为里正造像，各出钱一贯。範自纳之，谓曰：“里正有过罪，先须急救。範先造得一像，且以与之。”纳钱二百千，平像五寸半。其贪皆类此。範惟一男，放鹰马惊，桑枝打破其脑。百姓快之，皆曰：“千金之子，易一兔之命。”
03-063,03-朝野佥载卷三,,,,,independent,【03-063】益州新昌县令夏侯彪之初下车，问里正曰：“鸡卵一钱几颗？”曰：“三颗。”彪之乃遣取十千钱，令买三万颗，谓里正曰：“未须要，且寄母鸡抱之，遂成三万头鸡。经数月长成，令县吏与我卖，一鸡三十钱，半年之间成三十万。”又问：“竹笋一钱几茎？”曰：“五茎。”又取十千钱付之，买得五万茎，谓里正曰：“吾未须要笋，且向林中养之。至秋竹成，一茎十钱，成五十万。”其贪鄙不道皆类此。
03-064,03-朝野佥载卷三,,,,,independent,【03-064】汴州刺史王志愔饮食精细，对宾下脱粟饭。商客有一驴，日行三百里，曾三十年不卖。市人报价云：“十四千。”愔曰：“四千金少，更增一千。”又令买单丝罗，匹至三千。愔问：“用几两丝？”对曰：“五两。”愔令竖子取五两丝来，每两别与十钱手功之直。
03-065,03-朝野佥载卷三,,,,,independent,【03-065】深州刺史段崇简性贪暴，到任令里正括客，云不得称无。上户每取两人，下户取一人，以刑胁之，人惧，皆妄通。通讫，简云：“不用唤客来，但须见主人。”主人到，处分每客索绢一匹，约一月之内得绢三十车。罢任，发至鹿城县，有一车装绢未满载，欠六百匹，即唤里正令满之。里正计无所出，遂于县令、丞、尉家一倍举送。至都，拜柳州刺史。
03-066,03-朝野佥载卷三,,,,,independent,【03-066】安南都护崔玄信命女婿裴惟岳摄爱州刺史，贪暴，取金银财物向万贯。有首领取妇，裴郎要障车绫，索一千匹，得八百匹，仍不肯放。捉新妇归，戏之，三日乃放还，首领更不复纳。裴即领物至扬州。安南及问至，擒之，物并纳官，裴亦锁项至安南，以谢百姓。及海口，会赦而免。
03-067,03-朝野佥载卷三,,,,,independent,【03-067】洛州司佥严昇期摄侍御史，于江南巡察，性嗜牛肉，所至州县，烹宰极多。事无大小，入金则弭。凡到处金银为之踊贵，故江南人谓为“金牛御史”。
03-068,03-朝野佥载卷三,,,,,independent,【03-068】张昌仪为洛阳令，借易之权势，属 $ \underset{\cdot}{官} $无不允者，风声鼓动。有一人姓薛，赍金五十两遮而奉之。仪领金，受其状，至朝堂，付天官侍郎张锡。数日失状，以问仪，仪曰：“我亦不记，得有姓薛者即与。”锡检案内姓薛者六十余人，并令与官。其蠢政也如此。
04-001,04-朝野佥载卷四,,,,,independent,【04-001】隋辛亶为吏部侍郎，选人为之牓，略曰：“枉州抑县屈滞乡不申里衔恨先生，问隋吏部侍郎辛亶曰：‘当今天子圣明，群僚用命，外拓四方，内齐七政。而子位处权衡，职当水镜，居进退之首，握褒贬之柄。理应识是识非，知滞知微，使无才者泥伏，有用者云飞。奈何尸禄素餐，滥处上官，黜陟失所，选补伤残，小人在位，君子驳弹。莫不代子战灼，而子独何以安？’辛亶曰：‘百姓之子，万国之人，不可皆识，谁厚谁亲。为桀赏者不可不喜，被尧责者宁有不嗔。得官者见喜，失官者见疾，细而论之，非亶之失。’先生曰：‘是何疾欤，是何疾欤！不识何不访其名，官少何不简其精。细寻状迹，足识法家；细寻测验，足识文华。宁不知石中出玉，黄金出沙。量子之才，度子之智，只可投之四裔，以御魑魅。怨嗟不少，实伤和气。’辛亶再拜而谢曰：‘幸蒙先生见责，实觉多违。谨当刮肌贯骨，改过惩非。请先生纵亶自修，舍亶之罚，如更有违，甘从斧钺。’先生曰：‘如子之辈，车载斗量，朝廷多少，立须相代，那得久旷天官，待子自作。急去急去，不得久住，唤取师巫，却行无处。’亶掩泣而言曰：‘罪过自招，自灭自消，岂敢更将面目，来污圣朝。’先生曳杖而歌曰：‘辛亶去，吏部明，开贤路，遇太平。今年定知不可得，后岁依期更入京。’”
04-002,04-朝野佥载卷四,,,,,independent,【04-002】隋牛弘为吏部侍郎，有选人马敞者，形貌最陋，弘轻之，侧卧食果子嘲敞曰：“尝闻扶风马，谓言天上下。今见扶风马，得驴亦不假。”敞应声曰：“尝闻陇西牛，千石不用钩。今见陇西牛，卧地打草头。”弘惊起，遂与官。
04-003,04-朝野佥载卷四,,,,,independent,【04-003】陈朝尝令人聘隋，不知其使机辨深浅，乃密令侯白变形貌，着故敝衣，为贱人供承。客谓是微贱，甚轻之，乃旁卧放气与之言，白心颇不平。问白曰：“汝国马价贵贱？”报云：“马有数等，贵贱不同。若从伎俩筋脚好，形容不恶，堪得乘骑者，直二十千已上。若形容粗壮，虽无伎俩，堪驮物，直四五千已上。若彌音卜结反尾燥蹄，绝无伎俩，旁卧放气，一钱不直。”使者大惊，问其姓名，知是侯白，方始愧谢。
04-004,04-朝野佥载卷四,,,,,independent,【04-004】唐高士廉选，其人齿高。有选人自云解嘲谑，士廉时着木履，令嘲之，应声云：“刺鼻何曾嚏，踏面不知瞋。高生两个齿，自谓得胜人。”士廉笑而引之。
