paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,text
11-004,11-大唐新语卷十一,神仙佛道,太宗李世民,,医疗,【11-004】魏徵有大志，不耻小节，博通群书，颇明王霸之术。隋末为道士，初仕李密，密败归国。后为窦建德所执，建德败，委质于隐太子。太子诛，太宗稍任用，前后规谏二百余奏，无不称旨。太子承乾失德，魏王泰有夺嫡之渐。太宗闻而恶之，谓侍臣曰：“当今朝臣，忠謇无逾魏徵。我遣辅太子，用绝天下之望。”乃以为太子太师。徵以疾辞，诏答曰：“汉之太子，四皓为助；我之赖卿，即其义也。知公疾病，可卧护之。”徵宅无堂，太宗将营小殿，辍其材以赐之，五日而就。遣使赍布被素褥以赐之，遂其所尚。及疾亟，太宗幸其第，抚之流涕。问其所欲，徵曰：“婺不恤纬，而忧宗社之陨。”徵貌不逾中人，而素有胆气，善得人主意。身死之日，知与不知，莫不痛惜。
11-010,11-大唐新语卷十一,巫术厌胜,武则天,长安,官运仕途;巫蛊害人,【11-010】张说既致仕，在家修养，乃乘闲往景山之阳，于先茔建立碑表。玄宗仍赐御书碑额以宠之。其文曰：“呜呼！积善之墓。”与宣父延陵季子墓志同体也。朝野以为荣。及说薨，玄宗亲制神道碑。其略曰：“长安中，公为凤阁舍人。属麟台监张易之诬构大臣，作为飞语。御史大夫魏元忠即其丑正，必以中伤。天后致投杼之疑，中宗忧掘蛊之变。是时敕公为证，啖以右职。一言刺回，四国交乱。公重为义，死且不辞，庭辩无辜。中旨有忤，左右为之惕息，而公以之抗词。反元忠之茔魂，出太子于坑陷，人谓此举义重于生。由是长流钦州，守正故也。”文多不尽载。
11-011,11-大唐新语卷十一,鬼怪妖魅,玄宗李隆基,,医疗;官运仕途,【11-011】右补阙毋煚，博学有著述才，上表请修古史，先撰目录以进。玄宗称善，赐绢百匹。性不饮茶，制《代茶余序》，其略曰：“释滞销壅，一日之利暂佳；瘠气侵精，终身之累斯大。获益则归功茶力，贻患则不为茶灾。岂非福近易知，祸远难见。”煚直集贤，无何，以热疾暴终。初，煚梦着衣冠上北邙山，亲友相送。及至山顶，回顾，不见一人，意恶之。及卒，僚友送至北邙山，咸如所梦。玄宗闻而悼之，赠朝散大夫。
11-013,11-大唐新语卷十一,冥报报应,太宗李世民,,未明,【11-013】太宗尝与侍臣泛舟春苑，池中有异鸟随波容与，太宗击赏数四，诏坐者为咏，召阎立本写之。阁外传呼云：“画师阎立本。”立本时为主爵郎中，奔走流汗，俯伏池侧，手挥丹青，不堪愧赧。既而戒其子曰：“吾少好读书，幸免面墙。缘情染翰，颇及侪流。唯以丹青见知，躬厮养之务，辱莫大焉。汝宜深戒，勿习此也。”
11-014,11-大唐新语卷十一,冥报报应,高宗李治,,未明,【11-014】高宗朝，姜恪以边将立功为左相，阎立本为右相。时以年饥，放国子学生归，又限令史通一经。时人为之语曰：“左相宣威沙漠，右相驰誉丹青。三馆学生放散，五台令史明经。”以末技进身者，可为炯戒。
11-018,11-大唐新语卷十一,谶谣征应,高宗李治,乾封,未明,【11-018】李义府定策立则天，自中书舍人拜相，与许敬宗居中用事，连起大狱，诛锄将相，道路以目骇。入则谄谀，出则奸宄，责官鬻狱，海内嚣然。百寮畏惮，如畏天后。高宗知其罪状，谓之曰：“卿儿子女婿皆不谨慎，多作罪过。今且为卿掩覆，勿复如此。”义府凭恃则天，不虑高宗加怒，勃然变色，腮颈俱起，徐对曰：“谁向陛下道此？”高宗曰：“但知我言，何须问我所从得耶？”义府怫然，竟不引过，缓步而出。会右金吾仓曹杨仁颖奏其赃污，诏刘祥道并三司鞠之。狱成，长流鬻州，朝野莫不称庆。或作“河间道元帅刘祥道破铜山贼李义府露布”，榜之通衢。义府先取人奴婢，及败，一夕奔散，各归其家。露布云：“混奴婢而乱放，各识家而竞入。”乾封初，大赦，唯长流人不许还。义府愤恚而死，海内快之。
11-022,11-大唐新语卷十一,神仙佛道,未系年,,官运仕途,【11-022】张由古有吏才而无学术，累历台省。尝于众中叹班固大才，文章不入《文选》。或谓之曰：“《两都赋》、《燕山铭》、《典引》等并入《文选》，何为言无？”由古曰：“此并班孟坚文章，何关班固事！”闻者掩口而笑。又谓同官曰：“昨买得《王僧孺集》，大有道理。”杜文範知其误，应声曰：“文範亦买得《张佛袍集》，胜于僧孺远矣。”由古竟不之觉。仕进者可不勉欤！
11-023,11-大唐新语卷十一,卜筮占相,未系年,,未明,【11-023】周矩为殿中侍御史，大夫苏味道待之甚薄，屡言其不了事。矩深以为恨。后味道下狱，敕矩推之。矩谓味道曰：“尝责矩不了事，今日了公事也。好答辩。”味道由是坐诛。
11-026,11-大唐新语卷十一,鬼怪妖魅;巫术厌胜,玄宗李隆基,,医疗;报应惩恶,【11-026】惠妃武氏有专房之宠，将夺嫡，王皇后性妒，稍不能平。玄宗乃废后为庶人，肤受日闻，次及太子。太子之将废也，玄宗访于张九龄。九龄对曰：“太子，天下本也，动之则摇人心。自居东宫，未闻大恶。臣闻父子之道，天性也。子有过，父恕而掩之，无宜废绝。且其恶状未著，恐外人窥之，伤陛下慈父之道。”玄宗不悦，隐忍者久之。李林甫秉政，阴申计于武妃，将立其子以自固。武妃亦结之。乃先黜九龄而废太子。太子同鄂王瑶、光王琚同日并命，海内痛之，号为三庶。太子等既受冤死，武妃及左右屡见为祟，宫中终夜相恐，或闻鬼哭声。召巫觋视之，皆曰：“三庶为厉。”先是收鄂王、光王，行刑者射而瘗之，乃命改葬而酬之。武妃死，其厉乃息。玄宗乃立肃宗为太子，林甫之计不行，惕然惧矣。三庶以二十五年四月二十三日死，武妃至十二月而毙，识者知有神道焉。
12-001,12-大唐新语卷十二,鬼怪妖魅,太宗李世民,,官运仕途;禳灾祈福,【12-001】徐文远，齐尚书令孝嗣之孙，江陵被虏至长安，家贫，无以自给。兄林，鬻书为事。文远每阅书肆，不避寒暑，遂通五经，尤精《左氏》。仕隋国子博士，越王侗以为祭酒。大业末，洛经饥馑，因出樵采，为李密所得。密即其门人也，令文远南面坐，率其徒属北面拜之。远谓密曰：“将军欲为伊、霍，继绝扶倾，鄙虽迟暮，犹愿尽力。若为莽、卓，迫险乘危，老夫耄矣，无能为也。”密谢曰：“敬闻命矣。”密败，归王充。充亦曾受业，见之大悦，给其廪食。文远每见充，必尽敬拜之。或问曰：“闻君倨见李密，而敬王公，何也？”答曰：“李密君子，能受郦生之揖；王公小人，有杀故人之义。相时而动，岂不然欤？”入朝，迁拜国子博士，甚为太宗所重。孙有功，为司刑卿，持法宽平，天下赖之。
12-010,12-大唐新语卷十二,鬼怪妖魅,太宗李世民,,医疗;报应惩恶,【12-010】太宗征辽东，留侍中刘洎与高士廉、马周辅太子于定州监国。洎兼左庶子，总吏、礼、户三尚书事。太宗谓之曰：“我今远征，使尔辅翊太子。社稷安危，所寄尤重，尔宜深识我意。”洎对曰：“愿陛下无忧，大臣有僭失者，臣谨即行诛。”太宗以其言发无端，甚怪之，诫之曰：“君不密则失臣，臣不密则失身。卿性疏而太健，必以自败。深宜诫慎，以保终吉。”及征辽还，太宗有疾，洎从外至，因大悲泣曰：“疾如此，独可忧圣躬耳！”黄门侍郎褚遂良诬奏洎曰：“国家之事，不足虑也。正当辅少主，行伊、霍之事耳。大臣有异志，诛之自然定矣。”太宗疾愈，诏问其故，洎以实对，遂良执证之。洎引马周以自明。及问周，言如洎所陈。遂良固执曰：“同讳之耳。”遂赐洎死。遂良终于两朝，多所匡正；及其败也，咸以为陷洎之报焉。
12-011,12-大唐新语卷十二,卜筮占相,太宗李世民,,官运仕途;军事战争;政治征兆;风俗信仰,【12-011】吴王恪母曰杨妃，炀帝女也。恪善骑射，太宗尤爱之。承乾既废，立高宗为太子，又欲立恪。长孙无忌谏曰：“晋王仁厚，守文之良主也。且举棋不定，前哲所戒。储位至重，岂宜数易。”太宗曰：“朕意亦如此，不能相违，阿舅后无悔也。”由是恪与无忌不协。高宗即位，房遗爱等谋反，敕无忌推之。遗爱希旨引恪，冀以获免。无忌既与恪有隙，因而毙恪。临刑，骂曰：“长孙无忌！窃弄威权，构害良善。若宗社有灵，当见其族灭。”不久，竟如其言。
12-012,12-大唐新语卷十二,巫术厌胜,高宗李治,,医疗;官运仕途;婚姻家庭;政治征兆;巫蛊害人;禳灾祈福;风俗信仰,【12-012】高宗王皇后性长厚，未尝曲事上下。母柳氏，外舅奭，见内人尚官，又不为礼。则天伺王后所不敬者，倾心结之。所得赏赐，悉以分布。罔诬王后与母求厌胜之术。高宗遂有意废之。长孙无忌已下，切谏以为不可。时中书舍人李义府阴贼乐祸，无忌恶之，左迁壁州司马。诏书未至门下，李义府密知之，问计于中书舍人王德俭。王德俭曰：“武昭仪甚承恩宠，上欲立为皇后，犹豫未决者，直恐大臣异议耳。公能建策立之，则转祸为福，坐取富贵。”义府然其计，遂代德俭宿直，叩头上表，请立武昭仪。高宗大悦，召见与语，赐宝珠一斗，诏复旧官。德俭，许敬宗之甥也，瘿而多智，时人号曰智囊。义府于是与敬宗及御史大夫崔义玄、中丞袁公瑜等，观时变而布腹心矣。高宗召长孙无忌、李勣、于志宁、褚遂良，将议废立。勣称疾不至，志宁顾望不敢对。高宗再三顾无忌曰：“莫大之罪，无过绝嗣。皇后无子，今欲废之，立武士護女，何如？”无忌曰：“先朝以陛下托付遂良，望陛下问其可否。”遂良进曰：“皇后出自名家，先帝为陛下所娶，伏事先帝，无违妇德。愚臣不敢曲从，上违先帝之旨。”高宗不悦而罢。翌日又言之，遂良曰：“伏愿再三审思。愚臣上忤圣颜，罪当万死。但得不负先帝，甘心鼎镬。”因置笏于殿阶，曰：“还陛下此笏。”乃解巾叩头流血。高宗大怒，命引出。则天隔帘大声曰：“何不扑杀此獠！”无忌曰：“遂良受先帝顾命，有罪不可加刑。”翌日，高宗谓李勣曰：“册立武昭仪，遂良固执不从，且止。”勣曰：“陛下家事，何须问外人。”许敬宗又宣言于朝曰：“田舍儿剩种得十斛麦，尚欲换旧妇。况天子富有四海，立皇后有何不可？关汝诸人底事而生异议！”则天令人以闻，高宗意乃定。遂废王皇后及萧淑妃为庶人，囚之别院。高宗犹念之，至其幽所，见其门封闭极密，唯通一窍以通食器，恻然呼曰：“皇后、淑妃何在，复好在否？”皇后泣而言曰：“妾得罪，废弃以为宫婢，何敢窃皇后名！”言讫呜咽。又曰：“至尊思旧，使妾再见日月，望改此为回心院，妾再生之幸。”高宗曰：“朕即有处分。”则天知之，各杖一百，截去手，投于酒瓮中，谓左右曰：“令此两妪骨醉可矣。”初，令宫人宣敕示王后，后曰：“愿大家万岁。昭仪长承恩泽。死是吾分也。”次至淑妃，闻敕骂曰：“阿武狐媚，翻覆至此，百生千劫，愿我托生为猫儿，阿武为老鼠，吾扼其喉以报今日，足矣！”自此禁中不许养猫儿。频见二人为祟，被发沥血，如死时状。则天恶之，命巫祝祈祷，祟终不灭。
12-013,12-大唐新语卷十二,卜筮占相,高宗李治,,医疗;官运仕途;婚姻家庭;报应惩恶;军事战争;风俗信仰,【12-013】则天以长孙无忌不附己，且恶其权，深衔之。许敬宗希旨乐祸，又伺其隙。会栎阳人李奉节告太子洗马韦季方、监察御史李巢交通朝贵，有朋党之事，诏敬宗推问。敬宗甚急，季方自杀。又搜奉节，得私书与赵师者。遂奏言：“赵师即无忌，少发，呼作赵师。阴为隐语，欲谋反耳。”高宗泣曰：“我家不幸，亲戚中顿有恶事。往年高阳公主与朕同气，与夫谋反。今阿舅复作恶心。近亲如此，使我惭见百姓。其若之何！”翌日，又令审问。敬宗奏曰：“请准法收捕。”高宗又泣曰：“阿舅果耳，我决不忍杀之。”竟不引问，配流黔州。则天寻使人逼杀之。凉州长史赵持满，与韩瑗、无忌姻亲，许敬宗惧为己患，诬其同反。追至京，考讯，叹曰：“身可杀，词不可辱。”吏更代占而结奏之，遂死狱中。尸于城西，亲戚莫敢视。友人王方翼叹曰：“栾布之哭彭越，大义也。周文之掩枯骸，至仁也。绝友之义，蔽主之仁，何以事君。”遂具礼葬之。高宗义之，不问。
12-017,12-大唐新语卷十二,神仙佛道,武则天,圣历,报应惩恶;禳灾祈福,【12-017】郭霸与来俊臣为罗织之党，尝按芳州刺史李思徵，思徵不承反，乃杀之。圣历中，思徵出见霸，霸甚恶之。退朝遽归家，命人速请僧转经设斋。须臾，见思徵从数十骑止其庭，诟曰：“汝枉陷我，今取汝。”霸周章惶怖，拔刀自刳腹而死。是日，闾里咸见焉。霸才气绝，思徵亦没。太子谕德张元一以斋谐供奉。时中桥新成，则天问元一在外有何好事。元一对曰：“洛桥成而郭霸死，即好事也。”则天默然。
12-019,12-大唐新语卷十二,卜筮占相,武则天,,命运寿夭;军事战争,【12-019】武三思干纪乱常，海内忿恚。张仲之、宋之逊、祖延庆等，谋于袖中发铜弩射之，伺便未果。之逊子昙知之，以告冉祖雍。祖雍以闻，则天敕宰臣与御史大夫李承嘉于新开门案问。诸相惧三思，但俚俛，佯不应仲之等。唯李峤独与承嘉耳语，令御史姚绍之密致力士七十余，引仲之对问。至则塞口反接，送于系所。绍之谓仲之曰：“张三，事不谐矣！”仲之固言三思反状，绍之命棒之而臂折。仲之大呼天子者七八，谓绍之曰：“反贼！我臂且折，当诉尔于天曹。”请裂汗衫与绍之，乃自诬反而族。绍之自此神气自若，朝庭侧目焉。寻坐赃污，宪司推之，获赃五十余贯，当死。韦庶人之党护之，得免，放于岭南。
13-001,13-大唐新语卷十三,鬼怪妖魅,太宗李世民,,风俗信仰,【13-001】太宗尝宴近臣，令嘲谑以为乐。长孙无忌先嘲欧阳询曰：“耸膊成山字，埋肩不出头。谁家麟阁上，画此一猕猴？”询应声答曰：“索头连背暖，漫裆畏肚寒。只由心混混，所以面团团。”太宗敛容曰：“汝岂不畏皇后闻耶？”无忌，后之弟也。询为人瘦小特甚，寝陋而聪悟绝伦。读书数行俱下，博览古今，精究《苍》《雅》。初学王羲之书，渐变其体，笔力险劲，为一时之绝。
13-006,13-大唐新语卷十三,鬼怪妖魅,武则天,,官运仕途;政治征兆,【13-006】则天初革命，恐群心未附，乃令人自举。供奉官正员之外，置里行、拾遗、补阙、御史等，至有“车载斗量”之咏。有御史台令史将入台，值里行数人聚立门内。令史下驴驱入其间，里行大怒，将加杖罚。令史曰：“今日过实在驴，乞数之，然后受罚。”里行许之。乃数驴曰：“汝技艺可知，精神极钝，何物驴畜，敢于御史里行！”诸里行羞赧而止。
13-007,13-大唐新语卷十三,神仙佛道,高宗李治,总章,政治征兆;风俗信仰,【13-007】京城流俗，僧、道常争二教优劣，递相非斥。总章中兴善寺为火灾所焚，尊像荡尽。东明观道士李荣因咏之曰：“道善何曾善，云兴遂不兴。如来烧亦尽，唯有一群僧。”时人虽赏荣诗，然声称从此而减。
13-015,13-大唐新语卷十三,神仙佛道,太宗李世民,贞观,医疗;风俗信仰,【13-015】沙门玄奘俗姓陈，偃师人，少聪敏，有操行。贞观三年，因疾而挺志往五天竺国，凡经十七岁，至贞观十九年二月十五日，方到长安。足所亲践者一百一十一国，探求佛法，咸究根源。凡得经论六百五十七部，佛舍利并佛像等甚多。京城士女迎之，填城隘郭。时太宗在东都，乃留所得经像于弘福寺。有瑞气徘徊像上，移晷乃灭。遂诣驾，并将异方奇物朝谒。太宗谓之曰：“法师行后，造弘福寺，其处虽小，禅院虚静，可谓翻译之所。”太宗御制《圣教序》；高宗时为太子，又作《述圣记》：并勒于碑。麟德中，终于坊郡玉华寺。玄奘撰《西域记》十二卷，见行于代。著作郎敬播为之序。
13-016,13-大唐新语卷十三,鬼怪妖魅,太宗李世民,贞观,官运仕途;命运寿夭;婚姻家庭,【13-016】袁天纲，益州人，尤精相术。贞观初，敕召赴京，途经利州。时武士彟为刺史，使相其妻杨氏。天纲曰：“夫人骨法，必生贵子。”乃遍召诸子令相之。见元庆、元爽，曰：“可至刺史，终亦违否。”见韩国夫人，曰：“此女大贵，然亦不利。”则天时衣男子服，乳母抱出，天纲大惊曰：“此郎君神采奥澈，不易可知。”试令行。天纲曰：“龙睛凤颈，贵之极也。”转侧视之，“若是女，当为天子。”贞观末，高士廉问天纲曰：“君之禄寿，可至何所？”对曰：“今年四月死矣。”咸如其言。
13-018,13-大唐新语卷十三,鬼怪妖魅;神仙佛道,武则天,,风俗信仰,【13-018】沙门一行，俗姓张，名遂，郯公公谨之曾孙。年少出家，以聪敏学行，见重于代。玄宗诏于光文殿改撰历经。后又移就丽正殿，与学士参校历经。一行乃撰《开元大演历》一卷、《历议》十卷、《历立成》十二卷、《历书》二十四卷、《七政长历》三卷，凡五部五十卷。未及奏上而卒。张说奏上，请令行用。初，一行造黄道游仪以进，御制《游仪铭》付太史监，将向灵台上用以测候。分遣太史官大相元太等，驰驿往安南、朗、兖等州测候日影，同以二分二至之日正午时量日影，皆数年乃定。安南量极高二十一度六分，冬至日长七尺九寸二分，春秋二分长二尺九寸三分，夏至影在表南三寸三分。蔚州横野军北极高四十度，冬至日影长一丈五尺八分，春秋二分长六尺六寸二分，夏至影在表北二尺二寸九分。此二所为中土南北之极。其朗、兖、太原等州，并差殊不同。一行用勾股法算之，云：大约南北极相去才八万余里。修历人陈玄景亦善算术，叹曰：“古人云‘以管窥天，以蠡测海’，以为不可得而致也。今以丈尺之术而测天地之大，岂可得哉！若依此而言，则天地岂得为大也？”其后参校一行历经，并精密，迄今行用。
13-019,13-大唐新语卷十三,卜筮占相;鬼怪妖魅;神仙佛道,玄宗李隆基,开元,医疗;官运仕途;婚姻家庭,【13-019】开元十五年正月，集贤学士徐坚请假往京兆葬其妻岑氏，问兆域之制于张说。说曰：“墓而不坟，所以反本也。三代以降，始有坟之饰，斯孝子永思之所也。礼有升降贵贱之度，俾存殁之道各得其宜。长安、神龙之际，有黄州僧泓者，能通鬼神之意，而以事参之。仆常闻其言，犹记其要：‘墓欲深而狭，深者取其幽，狭者取其固。平地之下一丈二尺为土界，又一丈二尺为水界，各有龙守之。土龙六年而一暴，水龙十二年而一暴，当其隧者，神道不安。故深二丈四尺之下，可设窀穸。墓之四维谓之折壁，欲下阔而上敛。其中顶谓之中樵，中樵欲俯敛而傍杀。墓中抹粉为饰，以代石垩。不置瓴甋瓷瓦，以其近于火。不置黄金，以其久而为怪。不置朱丹、雄黄、矾石，以其气燥而烈，使坟上草木枯而不润。不置毛羽，以其近于尸也。铸铁为牛豕之状像，可以御二龙。玉润而洁，能和百神，置之墓内，以助神道。僧泓之说如此，皆前贤所未达也。桓魋石椁，王孙倮葬，奢俭既过，各不得中。近大理卿徐有功，持法不滥，人用赖焉。及其葬也，俭不逾制。将穿墓者曰：‘必有异应，以旌若人。’果获石堂，其大如釜，中空外坚，四门八牖。占曰：‘此天所以祚有德也。’置其墓中。其后终吉。后优诏褒赠，宠及其子。开府王仁皎以外戚之贵，坟墓逾制，襚服明器，罗列千里。坟土未干，家毁子死。殷鉴不远，子其择焉。”
13-022,13-大唐新语卷十三,巫术厌胜,太宗李世民,,医疗;官运仕途;禳灾祈福,【13-022】诸夏虽安，未足以供事；远夷慕义，无以供其求。符瑞虽臻，罻罗犹密。积岁一丰，仓廪尚虚。此臣所以窃谓未可。臣未能远譬，但喻于人。今有人，十年长患疮，理且愈，皮骨仅存，便欲使负米一石，日行百里，必不可得。隋氏之乱非止十年，陛下之良医除其疾苦，虽已乂安，未甚充实。告成天地，臣窃有疑。且陛下东封，万国咸集，要荒之外，莫不奔走。自今伊、洛，洎于海岱，灌莽巨泽，茫茫千里，人烟断绝，鸡犬不闻，道路萧条，进退艰阻。岂可引彼夷狄，示之虚弱。殚府竭财，未厌远人之望；加年给复，不偿百姓之劳。或遇水旱之灾，风雨之变，庸夫横议，悔不可追。岂独臣言，兆人咸尔。”太宗不能夺，乃罢封禅。
13-024,13-大唐新语卷十三,神仙佛道,玄宗李隆基,开元,官运仕途;禳灾祈福,【13-024】开元十三年，玄宗既封禅，问贺知章曰：“前代帝王，何故秘玉牒之文？”知章对曰：“玉牒本通神明之意。前代帝王所求各异，或祷年算，或求神仙，其事微密，故外人莫知之。”玄宗曰：“朕今此行，皆为苍生祈福，更无私请，宜将玉牒示百寮。”其词曰：“有唐嗣天子臣某乙，敢昭告于昊天上帝：天启李氏，运兴土德。高祖、太宗，受命立极。高宗升平，六合殷盛。中宗绍复，继体丕定。上帝眷祐，锡臣忠武。底绥内难，翼戴圣父。恭承大宝，十有三年。敬若天意，四海宴然。封祀岱岳，谢成于天。子孙百禄，苍生受福。”御制撰《太山铭》，亲札勒山顶。诏张说制《封祀坛碑》，以纪功德。
14-001,14-总论,神仙佛道,未系年,,医疗;官运仕途;命运寿夭,【14-001】史册之兴，其来尚矣。苍颉代结绳之政，伯阳主藏室之书。晋之董孤、楚之猗相，皆简牍椎轮也。仲尼因鲁史成文，著为《春秋》。尊君卑臣，去邪归正。用夷礼者无贵贱，名不达于王者无贤愚，不由君命者无大小。人邪行正弃其人，人正国邪弃其国，此《春秋》大旨也。故志曰：仲尼成《春秋》，而乱臣贼子惧。又曰：拨乱世反诸正，莫近于《春秋》。《春秋》凭义以制法，垂文以行教，非徒皆以日系月编年叙事而已。后之作者无力，病诸司马迁意在博文综核疏略，后六经而先黄老，贱处士而宠奸雄；班固序废兴则褒时而蔑祖德，述政教则左理本而右典刑。此迁、固之所蔽也。然迁辞直而事备，固文赡而事详。若用其所长，盖其所短，则升堂而入室矣。范晔绌公才而采私论，舍典实而饰浮言。陈寿意不迨文，容身远害，既乖直笔，空紊旧章。自兹已降，渐已陵替也。国家革隋之弊，文笔聿修，贞观、开元，述作为盛，盖光于前代矣。自微言既绝，异端斯起，庄、列以仁义为刍狗，申、韩以礼乐为赘疣，徒有著述之名，无裨政教之阙，圣人遗训，几乎息矣。昔荀爽纪汉事可为鉴戒者，以为汉语。今之所记，庶嗣前修。不尚奇正之谋，重文德也；不褒纵横之书，贱狙诈也；刊淫靡之词，归正也；损术数之略，抑末也。理国者以人为本，当厚生以顺天；立身者以学为先，必因文而辅教。纤微之善，罔不备书，百代之后，知斯言之可复也。
